Genome_Name	NCBI_ID	Environment	Oxygen_Tolerance	Pathogenicity	Latitude	Longitude
Thermofilum_pendens_Hrk_5	368408	Non-Human	Anaerobe	Non-Pathogen	NA	NA
Thermomicrobium_roseum_DSM_5159	309801	Non-Human	Aerobe	NA	44.376262	-110.690383
Thermomonospora_curvata_DSM_43183	471852	Non-Human	Aerobe	NA	NA	NA
Thermoplasma_acidophilum_DSM_1728	273075	Non-Human	Facultative	NA	NA	NA
Thermoplasma_volcanium_GSS1	273116	Non-Human, Marine (Other)	Facultative	NA	38.4879	14.9456
Thermoproteus_neutrophilus_V24Sta	444157	Non-Human, Hydrothermal	Anaerobe	NA	NA	NA
Thermosinus_carboxydivorans_Nor1	401526	Non-Human, Hydrothermal	Anaerobe	NA	NA	NA
Thermosipho_africanus_TCF52B	484019	Non-Human	Anaerobe	NA	NA	NA
Thermosipho_melanesiensis_BI429	391009	Non-Human, Marine (Other)	Anaerobe	NA	-22.058056	-176.0775
Thermosphaera_aggregans_DSM_11486	633148	Non-Human, Hydrothermal	Anaerobe	NA	44.806	-110.448
Thermosynechococcus_elongatus_BP_1	197221	Non-Human, Hydrothermal	NA	NA	33.318279	131.45264
Thermotoga_lettingae_TMO	416591	Non-Human	Anaerobe	NA	51.9646	5.6623
Thermotoga_maritima_MSB8	243274	Non-Human, Marine (Heterotroph)	Anaerobe	NA	NA	NA
Thermotoga_naphthophila_RKU_10	590168	Non-Human	Anaerobe	NA	37.916192	139.036413
Thermotoga_neapolitana_DSM_4359	309803	Non-Human	Anaerobe	NA	40.840097	14.251636
Thermotoga_sp_RQ2	126740	Non-Human	Anaerobe	NA	NA	NA
Thermus_aquaticus_Y51MC23	498848	Non-Human, Hydrothermal	Obligate aerobe	NA	NA	NA
Thermus_thermophilus_HB27	262724	Non-Human	Aerobe	NA	NA	NA
Thermus_thermophilus_HB8	300852	Non-Human, Hydrothermal	Aerobe	NA	35.0942	138.37738
Thioalkalivibrio_sp_HL_EbGR7	396588	Non-Human	Facultative	NA	NA	NA
Thioalkalivibrio_sp_K90mix	396595	Non-Human	Facultative	NA	NA	NA
Thiobacillus_denitrificans_ATCC_25259	292415	Non-Human, Soil	Facultative	NA	NA	NA
Thiomicrospira_crunogena_XCL_2	317025	Non-Human, Marine (Other)	Anaerobe	NA	NA	NA
Thiomicrospira_denitrificans_ATCC_33889	326298	Non-Human, Marine (Other)	Anaerobe	NA	NA	NA
Thiomonas_intermedia_K12	75379	Non-Human	Aerobe	NA	53.553407	9.992196
Tolumonas_auensis_TA_4_DSM_9187	595494	Non-Human	Facultative	NA	NA	NA
Treponema_denticola_ATCC_35405	243275	Human	Anaerobe	Pathogen	NA	NA
Treponema_pallidum_pallidum_Nichols	243276	Human	Anaerobe	Pathogen	NA	NA
Treponema_pallidum_pallidum_SS14	455434	Human	Anaerobe	Pathogen	33.7532	-84.3901
Treponema_pallidum_subsp_pallidum_str_Chicago	666714	Human	Anaerobe	Pathogen	NA	NA
Treponema_vincentii_ATCC_35580	596324	Human, Oral (Other)	NA	NA	NA	NA
Trichodesmium_erythraeum_IMS101	203124	Non-Human, Marine (Other)	Aerobe	Non-Pathogen	35	-76
Tropheryma_whipplei_TW08_27	218496	Human	Aerobe	Pathogen	NA	NA
Tropheryma_whipplei_Twist	203267	Human	Aerobe	Pathogen	NA	NA
Truepera_radiovictrix_DSM_17093	649638	Non-Human, Hydrothermal	Aerobe	Pathogen	37.946797	-25.490113
Tsukamurella_paurometabola_DSM_20162	521096	Human, Soil	Aerobe	NA	NA	NA
Turicibacter_sp_PC909	702450	Human, Gut	Anaerobe	NA	NA	NA
Ulvibacter_sp_SCB49	50743	Non-Human, Marine (Other)	NA	NA	32.86694	-117.2575
Ureaplasma_parvum_serovar_14_str_ATCC_33697	515609	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Ureaplasma_parvum_serovar_1_str_ATCC_27813	515608	Human	Facultative	Pathogen	NA	NA
Ureaplasma_parvum_serovar_3_str_ATCC_27815	505682	Human	Facultative	Pathogen	NA	NA
Ureaplasma_parvum_serovar_3_str_ATCC_700970	273119	Human, Urogenital (Other)	Facultative	Pathogen	33.5324	-86.803
Ureaplasma_parvum_serovar_6_str_ATCC_27818	519851	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Ureaplasma_urealyticum_serovar_10_str_ATCC_33699	565575	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Ureaplasma_urealyticum_serovar_11_str_ATCC_33695	526347	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Ureaplasma_urealyticum_serovar_12_str_ATCC_33696	550747	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Ureaplasma_urealyticum_serovar_13_str_ATCC_33698	515611	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Ureaplasma_urealyticum_serovar_2_str_ATCC_27814	626096	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Ureaplasma_urealyticum_serovar_4_str_ATCC_27816	550748	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Ureaplasma_urealyticum_serovar_5_str_ATCC_27817	518603	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Ureaplasma_urealyticum_serovar_7_str_ATCC_27819	519849	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Ureaplasma_urealyticum_serovar_8_str_ATCC_27618	626095	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Ureaplasma_urealyticum_serovar_9_str_ATCC_33175	550773	Human, Urogenital (Other)	Facultative	Pathogen	49.263	123.138
Variovorax_paradoxus_S110	543728	Non-Human, Soil	Aerobe	NA	NA	NA
Veillonella_dispar_ATCC_17748	546273	Human, Oral (Other)	Anaerobe	NA	NA	NA
Veillonella_parvula_ATCC_17745	686660	Human, Oral (Other)	Anaerobe	NA	NA	NA
Veillonella_parvula_DSM_2008	479436	Human, Gut	Anaerobe	Pathogen	NA	NA
Veillonella_sp_3_1_44	457416	Human, Gut	Anaerobe	NA	NA	NA
Veillonella_sp_6_1_27	450749	Human, Gut	Anaerobe	NA	NA	NA
Verminephrobacter_eiseniae_EF01_2	391735	Non-Human, Soil	NA	Non-Pathogen	47.606	-122.332
Verrucomicrobiae_bacterium_DG1235	382464	Non-Human, Marine (Other)	Aerobe	NA	50.56667	-4.23333
Verrucomicrobium_spinosum_DSM_4136	240016	Non-Human	Facultative	NA	35.45765	139.574203
Vibrio_alginolyticus_12G01	314288	Human, Marine (Other)	Facultative	Pathogen	NA	NA
Vibrio_alginolyticus_40B	674977	Non-Human, Marine (Heterotroph)	Facultative	NA	NA	NA
Vibrio_campbellii_AND4	314289	Non-Human, Marine (Other)	Facultative	NA	7.79944	98.2075
Vibrio_cholera_CIRS_101	661513	Human	Facultative	NA	23.709921	90.407143
Vibrio_cholerae_12129_1	592313	Human	Facultative	NA	NA	NA
Vibrio_cholerae_1587	412966	Human	Facultative	NA	NA	NA
Vibrio_cholerae_2740_80	412614	Non-Human	Facultative	Non-Pathogen	NA	NA
Vibrio_cholerae_623_39	417397	Human	Facultative	NA	NA	NA
Vibrio_cholerae_AM_19226	404974	Human	Facultative	NA	NA	NA
Vibrio_cholerae_B33	417400	Human	Facultative	NA	-19.827271	34.836109
Vibrio_cholerae_BX_330286	593587	Human	Facultative	NA	NA	NA
Vibrio_cholerae_CT_5369_93	675809	Human, Gut, Marine (Heterotroph)	Facultative	NA	NA	NA
Vibrio_cholerae_INDRE_91_1	675808	Human, Gut, Marine (Heterotroph)	Facultative	NA	NA	NA
Vibrio_cholerae_M66_2	579112	Human	Facultative	Pathogen	-5.14549	119.4016
Vibrio_cholerae_MAK_757	412967	Human	Facultative	NA	NA	NA
Vibrio_cholerae_MJ_1236	593588	Human	Facultative	Pathogen	23.34593	90.71093
Vibrio_cholerae_MO10	345072	Human	Facultative	NA	NA	NA
Vibrio_cholerae_MZO_2	417398	Human, Gut	Facultative	NA	NA	NA
Vibrio_cholerae_MZO_3	412883	Human	Facultative	NA	NA	NA
Vibrio_cholerae_NCTC_8457	417399	Human	Facultative	NA	NA	NA
Vibrio_cholerae_O1_bv_eltor_N16961	243277	Human, Gut	Facultative	Pathogen	NA	NA
Vibrio_cholerae_O395	345073	Human	Facultative	Pathogen	NA	NA
Vibrio_cholerae_RC27	675807	Human, Gut, Marine (Heterotroph)	Facultative	NA	NA	NA
Vibrio_cholerae_RC385	345074	Human, Marine (Heterotroph)	Facultative	NA	37.584154	-76.178374
Vibrio_cholerae_RC9	593589	Human	Facultative	NA	NA	NA
Vibrio_cholerae_TMA_21	593590	Human	Facultative	NA	NA	NA
Vibrio_cholerae_TM_11079_80	593586	Human	Facultative	NA	NA	NA
Vibrio_cholerae_V51	345075	Human, Gut	Facultative	NA	NA	NA
Vibrio_cholerae_V52	345076	Human, Gut	Facultative	Pathogen	NA	NA
Vibrio_cholerae_bv_albensis_VL426	593585	Human	Facultative	NA	NA	NA
Vibrio_coralliilyticus_ATCC_BAA_450	675814	Non-Human, Marine (Heterotroph)	Facultative	NA	-6.164948	39.202602
Vibrio_fischeri_ES114	312309	Non-Human	Facultative	Non-Pathogen	NA	NA
Vibrio_fischeri_MJ11	388396	Non-Human	Facultative	NA	34	132
Vibrio_furnissii_CIP_102972	675811	Human, Gut, Marine (Heterotroph)	Facultative	NA	NA	NA
Vibrio_harveyi_1DA3	673519	Non-Human, Marine (Heterotroph)	Facultative	NA	NA	NA
Vibrio_harveyi_ATCC_BAA_1116	338187	Non-Human, Marine (Heterotroph)	Facultative	Pathogen	NA	NA
Vibrio_harveyi_HY01	410291	Non-Human, Marine (Heterotroph)	Facultative	NA	NA	NA
Vibrio_metschnikovii_CIP_69_14	675813	Non-Human, Marine (Heterotroph)	Facultative	NA	NA	NA
Vibrio_mimicus_MB_451	675806	Human, Gut, Marine (Heterotroph)	Facultative	NA	23.34593	90.71093
Vibrio_mimicus_VM223	675820	Non-Human, Marine (Heterotroph)	Facultative	NA	-23.523322	-46.638565
Vibrio_mimicus_VM573	671076	Non-Human, Marine (Heterotroph)	Facultative	NA	NA	NA
Vibrio_orientalis_CIP_102891	675816	Non-Human, Marine (Heterotroph)	Facultative	NA	NA	NA
Vibrio_parahaemolyticus_16	391586	Human, Marine (Heterotroph)	Facultative	NA	NA	NA
Vibrio_parahaemolyticus_AN_5034	563773	Human	Facultative	NA	NA	NA
Vibrio_parahaemolyticus_AQ3810	419109	Human	Facultative	NA	NA	NA
Vibrio_parahaemolyticus_AQ4037	563772	Human	Facultative	NA	NA	NA
Vibrio_parahaemolyticus_K5030	627611	Human	Facultative	NA	NA	NA
Vibrio_parahaemolyticus_Peru_466	563771	Human	Facultative	NA	NA	NA
Vibrio_parahaemolyticus_RIMD_2210633	223926	Human	Facultative	Pathogen	34.693738	135.502165
Vibrio_shilonii_AK1	391591	Non-Human, Marine (Heterotroph)	Facultative	Pathogen	32.49139	34.88611
Vibrio_sp_Ex25	150340	Non-Human, Marine (Heterotroph)	Facultative	NA	NA	NA
Vibrio_sp_MED222	314290	Non-Human, Marine (Heterotroph)	Facultative	NA	41.66667	2.8
Vibrio_sp_RC341	675810	Human, Gut, Marine (Heterotroph)	Facultative	NA	38.699015	-76.415863
Vibrio_sp_RC586	675815	Non-Human, Marine (Heterotroph)	Facultative	NA	38.684009	-76.40213
Vibrio_splendidus_LGP32	575788	Non-Human	Facultative	Pathogen	NA	NA
Vibrio_vulnificus_CMCP6	216895	Human	Facultative	Pathogen	NA	NA
Vibrio_vulnificus_YJ016	196600	Human	Facultative	Pathogen	NA	NA
Vibrionales_bacterium_SWAT_3	391574	Non-Human, Marine (Other)	NA	NA	32.85	-117.25
Victivallis_vadensis_ATCC_BAA_548	340101	Human, Gut	Anaerobe	NA	NA	NA
Waddlia_chondrophila_WSU_86_1044	716544	Non-Human, Farm	NA	NA	NA	NA
Weissella_paramesenteroides_ATCC_33313	585506	Human, Gut	Aerobe	NA	NA	NA
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	36870	Non-Human	NA	NA	NA	NA
Wolbachia_endosymbiont_TRS_of_Brugia_malayi	292805	Non-Human	Aerobe	NA	NA	NA
Wolbachia_endosymbiont_of_Culex_quinquefasciatus_JHB	569881	Non-Human	Aerobe	NA	NA	NA
Wolbachia_endosymbiont_of_Drosophila_ananassae	307502	Non-Human	Aerobe	NA	NA	NA
Wolbachia_endosymbiont_of_Drosophila_melanogaster	163164	Non-Human	Aerobe	NA	NA	NA
Wolbachia_endosymbiont_of_Drosophila_simulans	77038	Non-Human	Aerobe	NA	NA	NA
Wolbachia_endosymbiont_of_Drosophila_willistoni_TSC_14030_0811_24	384035	Non-Human	Aerobe	NA	NA	NA
Wolbachia_pipientis_wPip	955	Non-Human	Aerobe	NA	NA	NA
Wolbachia_sp_wRi	66084	Non-Human	Aerobe	NA	NA	NA
Wolinella_succinogenes_DSM_1740	273121	Non-Human, Farm	Anaerobe	Non-Pathogen	NA	NA
Xanthobacter_autotrophicus_Py2	78245	Non-Human, Soil	Facultative	NA	NA	NA
Xanthomonas_albilineans	29447	Non-Human	NA	NA	NA	NA
Xanthomonas_axonopodis_pv_citri_306	190486	Non-Human	Aerobe	Pathogen	NA	NA
Xanthomonas_campestris_pv_campestris	340	Non-Human	Aerobe	Pathogen	NA	NA
Xanthomonas_campestris_pv_campestris_8004	314565	Non-Human	Aerobe	Pathogen	50.928014	-0.461707
Xanthomonas_campestris_pv_campestris_ATCC_33913	190485	Non-Human	Aerobe	Pathogen	NA	NA
Xanthomonas_campestris_pv_musacearum_NCPPB4381	559737	Non-Human	Aerobe	Pathogen	NA	NA
Xanthomonas_campestris_pv_vasculorum_NCPPB702	559736	Non-Human	Aerobe	Pathogen	NA	NA
Xanthomonas_campestris_pv_vesicatoria_85_10	316273	Non-Human	Aerobe	Pathogen	NA	NA
Xanthomonas_fuscans_subsp_aurantifolii_str_ICPB_10535	427082	Non-Human	Aerobe	Pathogen	NA	NA
Xanthomonas_fuscans_subsp_aurantifolii_str_ICPB_11122	427081	Non-Human	Aerobe	Pathogen	NA	NA
Xanthomonas_oryzae_pv_oryzae_KACC10331	291331	Non-Human	Aerobe	Pathogen	NA	NA
Xanthomonas_oryzae_pv_oryzae_MAFF_311018	342109	Non-Human	Aerobe	Pathogen	NA	NA
Xanthomonas_oryzae_pv_oryzae_PXO99A	360094	Non-Human	Aerobe	Pathogen	NA	NA
Xanthomonas_oryzae_pv_oryzicola_BLS256	383407	Non-Human	Aerobe	Pathogen	NA	NA
Xenorhabdus_bovienii_SS_2004	406818	Non-Human, Soil	Facultative	Pathogen	NA	NA
Xylanimonas_cellulosilytica_DSM_15894	446471	Non-Human, Soil	Aerobe	NA	40.964972	-5.663047
Xylella_fastidiosa_9a5c	160492	Non-Human	Aerobe	Pathogen	NA	-43.703135
Xylella_fastidiosa_Ann_1	155920	Non-Human	Aerobe	Pathogen	NA	NA
Xylella_fastidiosa_Dixon	155919	Non-Human	Aerobe	Pathogen	NA	NA
Xylella_fastidiosa_M12	405440	Non-Human	Aerobe	Pathogen	NA	NA
Xylella_fastidiosa_M23	405441	Non-Human	Aerobe	Pathogen	NA	NA
Xylella_fastidiosa_Temecula1	183190	Non-Human	Aerobe	Pathogen	NA	NA
Yersinia_bercovieri_ATCC_43970	349968	Human, Gut	Facultative	Pathogen	NA	NA
Yersinia_enterocolitica_enterocolitica_8081	393305	Human	Aerobe	Pathogen	NA	NA
Yersinia_frederiksenii_ATCC_33641	349966	Human	Facultative	Pathogen	NA	NA
Yersinia_kristensenii_ATCC_33638	527012	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Yersinia_mollaretii_ATCC_43969	349967	Human, Soil, Food	Facultative	Pathogen	NA	NA
Yersinia_pestis_Angola	349746	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_Antiqua	360102	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_CA88_4125	412420	Human	Facultative	Pathogen	35.985007	-121.245346
Yersinia_pestis_CO92	214092	Human, Airways (Other)	Facultative	Pathogen	NA	NA
Yersinia_pestis_D106004	637382	Non-Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_D182038	637385	Non-Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_KIM	187410	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_KIM_D27	687916	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_Nepal516	377628	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_Nepal516A	377628	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_Pestoides_A	545431	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_Pestoides_F	386656	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_Z176003	637386	Non-Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_biovar_Orientalis_str_India_195	547047	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_biovar_Orientalis_str_PEXU2	547046	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_bv_Antiqua_B42003004	404215	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_bv_Antiqua_E1979001	360099	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_bv_Mediaevalis_K1973002	404216	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_bv_Microtus_91001	229193	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_bv_Orientalis_IP275	373665	Human	Facultative	Pathogen	NA	NA
Yersinia_pestis_bv_Orientalis_MG05_1020	404217	Human	Facultative	Pathogen	NA	NA
Yersinia_pseudotuberculosis_IP_31758	349747	Human, Gut	Facultative	Pathogen	45.052564	135
Yersinia_pseudotuberculosis_IP_32953	273123	Non-Human, Soil	Facultative	Pathogen	NA	NA
Yersinia_pseudotuberculosis_PB1	502801	Human	Facultative	Pathogen	NA	NA
Yersinia_pseudotuberculosis_YPIII	502800	Human	Facultative	Pathogen	NA	NA
Yersinia_rohdei_ATCC_43380	527004	Non-Human	Facultative	Non-Pathogen	NA	NA
Yersinia_ruckeri_ATCC_29473	527005	Non-Human	Facultative	Pathogen	NA	NA
Zunongwangia_profunda_SM_A87	655815	Non-Human	Obligate aerobe	NA	NA	NA
Zymomonas_mobilis_mobilis_ZM4	264203	Non-Human	Facultative	NA	NA	NA
Zymomonas_mobilis_subsp_mobilis_ATCC_10988	555217	Non-Human	Facultative	NA	NA	NA
Zymomonas_mobilis_subsp_mobilis_NCIMB_11163	622759	Non-Human	Facultative	NA	NA	NA
alpha_proteobacterium_HIMB114	684719	Non-Human, Marine (Other)	NA	NA	21.460467	-157.787657
bacterium_Ellin514	320771	Non-Human, Soil	Aerobe	NA	NA	NA
bacterium_S5	653733	Non-Human	Anaerobe	NA	NA	NA
beta_proteobacterium_KB13	314607	Non-Human, Marine (Other)	NA	NA	21.460467	-157.787657
candidate_division_TM7_genomosp_GTL1	19913	Non-Human	NA	NA	NA	NA
cyanobacterium_UCYN_A	713887	Non-Human	NA	NA	23.005	-157.989
delta_proteobacterium_MLMS_1	262489	Non-Human	Anaerobe	NA	37.986853	-119.045711
gamma_proteobacterium_HTCC5015	391615	Non-Human, Marine (Other)	NA	NA	NA	NA
gamma_proteobacterium_NOR51_B	565045	Non-Human, Marine (Other)	NA	NA	54.9725	8.3398
gamma_proteobacterium_NOR5_3	566466	Non-Human, Marine (Other)	NA	NA	54.9725	8.3398
marine_gamma_proteobacterium_HTCC2080	247639	Non-Human, Marine (Other)	NA	NA	44.650749	-124.064441
marine_gamma_proteobacterium_HTCC2143	247633	Non-Human, Marine (Other)	NA	NA	44.652348	-124.063185
marine_gamma_proteobacterium_HTCC2148	247634	Non-Human, Marine (Other)	NA	NA	44.65167	-124.41167
marine_gamma_proteobacterium_HTCC2207	247635	Non-Human, Marine (Heterotroph)	Aerobe	NA	44.652348	-124.063185
